"event.id","visible","timestamp","location.long","location.lat","location.error.numerical","sensor.type","individual.taxon","tag.local.identifier","individual.local.identifier","study.name","utm.easting","utm.northing","utm.zone","NA","NA"
1006443583,TRUE,2009-11-19 21:30:00,-88.3433140135404,40.155586756153,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385593.999999944,4445890.99999996,"16N","Central Standard Time",2009-11-19 15:30:00
1006443584,TRUE,2009-11-19 22:22:00,-88.3433140135404,40.155586756153,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385593.999999944,4445890.99999996,"16N","Central Standard Time",2009-11-19 16:22:00
1006443585,TRUE,2009-11-20 14:30:00,-88.3433140135404,40.155586756153,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385593.999999944,4445890.99999996,"16N","Central Standard Time",2009-11-20 08:30:00
1006443586,TRUE,2009-11-20 15:32:00,-88.3433140135404,40.155586756153,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385593.999999944,4445890.99999996,"16N","Central Standard Time",2009-11-20 09:32:00
1006443587,TRUE,2009-11-20 16:35:00,-88.3433140135404,40.155586756153,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385593.999999944,4445890.99999996,"16N","Central Standard Time",2009-11-20 10:35:00
1006443588,TRUE,2009-11-20 17:27:00,-88.3433140135404,40.155586756153,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385593.999999944,4445890.99999996,"16N","Central Standard Time",2009-11-20 11:27:00
1006443589,TRUE,2009-11-20 18:29:00,-88.3433140135404,40.155586756153,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385593.999999944,4445890.99999996,"16N","Central Standard Time",2009-11-20 12:29:00
1006443590,TRUE,2009-11-20 19:30:00,-88.3433140135404,40.155586756153,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385593.999999944,4445890.99999996,"16N","Central Standard Time",2009-11-20 13:30:00
1006443591,TRUE,2009-11-20 20:30:00,-88.3433140135404,40.155586756153,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385593.999999944,4445890.99999996,"16N","Central Standard Time",2009-11-20 14:30:00
1006443592,TRUE,2009-11-20 21:27:00,-88.3433140135404,40.155586756153,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385593.999999944,4445890.99999996,"16N","Central Standard Time",2009-11-20 15:27:00
1006443593,TRUE,2009-11-22 16:00:00,-88.3432902753663,40.1531906003783,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385591.999999945,4445624.99999996,"16N","Central Standard Time",2009-11-22 10:00:00
1006443594,TRUE,2009-11-22 17:03:00,-88.3433366031586,40.1555414483517,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385591.999999944,4445885.99999996,"16N","Central Standard Time",2009-11-22 11:03:00
1006443595,TRUE,2009-11-22 18:05:00,-88.3431128109147,40.1566972144428,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.999999946,4446013.99999996,"16N","Central Standard Time",2009-11-22 12:05:00
1006443596,TRUE,2009-11-22 19:00:00,-88.3431128109147,40.1566972144428,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.999999946,4446013.99999996,"16N","Central Standard Time",2009-11-22 13:00:00
1006443597,TRUE,2009-11-22 20:02:00,-88.3431128109147,40.1566972144428,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.999999946,4446013.99999996,"16N","Central Standard Time",2009-11-22 14:02:00
1006443598,TRUE,2009-11-22 20:57:00,-88.3431128109147,40.1566972144428,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.999999946,4446013.99999996,"16N","Central Standard Time",2009-11-22 14:57:00
1006443599,TRUE,2009-11-22 22:00:00,-88.343477955843,40.156756041633,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385581.999999945,4446020.99999996,"16N","Central Standard Time",2009-11-22 16:00:00
1006443600,TRUE,2009-11-23 14:08:00,-88.3433009864249,40.1567130494656,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385596.999999945,4446015.99999996,"16N","Central Standard Time",2009-11-23 08:08:00
1006443601,TRUE,2009-11-23 15:01:00,-88.3433009864249,40.1567130494656,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385596.999999945,4446015.99999996,"16N","Central Standard Time",2009-11-23 09:01:00
1006443602,TRUE,2009-11-23 16:05:00,-88.343385088666,40.1574057770582,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385590.999999946,4446092.99999996,"16N","Central Standard Time",2009-11-23 10:05:00
1006443603,TRUE,2009-11-23 17:03:00,-88.3433455669907,40.1583792221974,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385595.999999946,4446200.99999995,"16N","Central Standard Time",2009-11-23 11:03:00
1006443604,TRUE,2009-11-23 18:08:00,-88.3431128109147,40.1566972144428,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.999999946,4446013.99999996,"16N","Central Standard Time",2009-11-23 12:08:00
1006443605,TRUE,2009-11-23 19:03:00,-88.3431128109147,40.1566972144428,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.999999946,4446013.99999996,"16N","Central Standard Time",2009-11-23 13:03:00
1006443606,TRUE,2009-11-23 20:00:00,-88.3431128109147,40.1566972144428,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.999999946,4446013.99999996,"16N","Central Standard Time",2009-11-23 14:00:00
1006443607,TRUE,2009-11-23 20:56:00,-88.3431128109147,40.1566972144428,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.999999946,4446013.99999996,"16N","Central Standard Time",2009-11-23 14:56:00
1006443608,TRUE,2009-11-23 22:06:00,-88.3431128109147,40.1566972144428,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.999999946,4446013.99999996,"16N","Central Standard Time",2009-11-23 16:06:00
1006443609,TRUE,2009-11-23 23:00:00,-88.3431128109147,40.1566972144428,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.999999946,4446013.99999996,"16N","Central Standard Time",2009-11-23 17:00:00
1006443610,TRUE,2009-11-24 14:30:00,-88.3433140135404,40.155586756153,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385593.999999944,4445890.99999996,"16N","Central Standard Time",2009-11-24 08:30:00
1006443611,TRUE,2009-11-24 15:31:00,-88.3433250882085,40.1543613847495,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385590.999999944,4445754.99999996,"16N","Central Standard Time",2009-11-24 09:31:00
1006443612,TRUE,2009-11-24 16:28:00,-88.3433250882085,40.1543613847495,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385590.999999944,4445754.99999996,"16N","Central Standard Time",2009-11-24 10:28:00
1006443613,TRUE,2009-11-24 17:31:00,-88.3433140135404,40.155586756153,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385593.999999944,4445890.99999996,"16N","Central Standard Time",2009-11-24 11:31:00
1006443614,TRUE,2009-11-24 18:28:00,-88.3433140135404,40.155586756153,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385593.999999944,4445890.99999996,"16N","Central Standard Time",2009-11-24 12:28:00
1006443615,TRUE,2009-11-24 19:32:00,-88.3433140135404,40.155586756153,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385593.999999944,4445890.99999996,"16N","Central Standard Time",2009-11-24 13:32:00
1006443616,TRUE,2009-11-24 20:25:00,-88.3432946655501,40.1546049845144,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385593.999999944,4445781.99999996,"16N","Central Standard Time",2009-11-24 14:25:00
1006443617,TRUE,2009-11-30 03:02:00,-88.3433009864249,40.1567130494656,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385596.999999945,4446015.99999996,"16N","Central Standard Time",2009-11-29 21:02:00
1006443618,TRUE,2009-11-30 15:40:00,-88.3433009864249,40.1567130494656,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385596.999999945,4446015.99999996,"16N","Central Standard Time",2009-11-30 09:40:00
1006443619,TRUE,2009-11-30 16:31:00,-88.3433009864249,40.1567130494656,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385596.999999945,4446015.99999996,"16N","Central Standard Time",2009-11-30 10:31:00
1006443620,TRUE,2009-11-30 17:30:00,-88.3433009864249,40.1567130494656,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385596.999999945,4446015.99999996,"16N","Central Standard Time",2009-11-30 11:30:00
1006443621,TRUE,2009-11-30 18:32:00,-88.343477955843,40.156756041633,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385581.999999945,4446020.99999996,"16N","Central Standard Time",2009-11-30 12:32:00
1006443622,TRUE,2009-11-30 19:33:00,-88.3433009864249,40.1567130494656,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385596.999999945,4446015.99999996,"16N","Central Standard Time",2009-11-30 13:33:00
1006443623,TRUE,2009-11-30 20:28:00,-88.3433009864249,40.1567130494656,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385596.999999945,4446015.99999996,"16N","Central Standard Time",2009-11-30 14:28:00
1006443624,TRUE,2009-11-30 21:30:00,-88.3433009864249,40.1567130494656,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385596.999999945,4446015.99999996,"16N","Central Standard Time",2009-11-30 15:30:00
1006443625,TRUE,2009-11-30 22:31:00,-88.3433009864249,40.1567130494656,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385596.999999945,4446015.99999996,"16N","Central Standard Time",2009-11-30 16:31:00
1006443626,TRUE,2009-11-30 23:26:00,-88.3433009864249,40.1567130494656,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385596.999999945,4446015.99999996,"16N","Central Standard Time",2009-11-30 17:26:00
1006443627,TRUE,2009-12-01 00:30:00,-88.3433009864249,40.1567130494656,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385596.999999945,4446015.99999996,"16N","Central Standard Time",2009-11-30 18:30:00
1006443628,TRUE,2009-12-01 01:28:00,-88.3433009864249,40.1567130494656,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385596.999999945,4446015.99999996,"16N","Central Standard Time",2009-11-30 19:28:00
1006443629,TRUE,2009-12-01 21:15:00,-88.3433009864249,40.1567130494656,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385596.999999945,4446015.99999996,"16N","Central Standard Time",2009-12-01 15:15:00
1006443630,TRUE,2009-12-01 22:15:00,-88.3433009864249,40.1567130494656,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385596.999999945,4446015.99999996,"16N","Central Standard Time",2009-12-01 16:15:00
1006443631,TRUE,2009-12-01 23:15:00,-88.3433009864249,40.1567130494656,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385596.999999945,4446015.99999996,"16N","Central Standard Time",2009-12-01 17:15:00
1006443632,TRUE,2009-12-02 00:15:00,-88.3433009864249,40.1567130494656,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385596.999999945,4446015.99999996,"16N","Central Standard Time",2009-12-01 18:15:00
1006443633,TRUE,2009-12-02 17:45:00,-88.3433009864249,40.1567130494656,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385596.999999945,4446015.99999996,"16N","Central Standard Time",2009-12-02 11:45:00
1006443634,TRUE,2009-12-02 19:30:00,-88.3433009864249,40.1567130494656,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385596.999999945,4446015.99999996,"16N","Central Standard Time",2009-12-02 13:30:00
1006443635,TRUE,2009-12-02 20:30:00,-88.3431128109147,40.1566972144428,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.999999946,4446013.99999996,"16N","Central Standard Time",2009-12-02 14:30:00
1006443636,TRUE,2009-12-02 21:32:00,-88.3431128109147,40.1566972144428,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.999999946,4446013.99999996,"16N","Central Standard Time",2009-12-02 15:32:00
1006443637,TRUE,2009-12-02 22:36:00,-88.3431128109147,40.1566972144428,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.999999946,4446013.99999996,"16N","Central Standard Time",2009-12-02 16:36:00
1006443638,TRUE,2009-12-03 13:30:00,-88.3431128109147,40.1566972144428,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.999999946,4446013.99999996,"16N","Central Standard Time",2009-12-03 07:30:00
1006443639,TRUE,2009-12-03 14:31:00,-88.3431128109147,40.1566972144428,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.999999946,4446013.99999996,"16N","Central Standard Time",2009-12-03 08:31:00
1006443640,TRUE,2009-12-03 15:35:00,-88.3431128109147,40.1566972144428,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.999999946,4446013.99999996,"16N","Central Standard Time",2009-12-03 09:35:00
1006443641,TRUE,2009-12-03 16:30:00,-88.3431128109147,40.1566972144428,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.999999946,4446013.99999996,"16N","Central Standard Time",2009-12-03 10:30:00
1006443642,TRUE,2009-12-03 17:28:00,-88.3431128109147,40.1566972144428,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.999999946,4446013.99999996,"16N","Central Standard Time",2009-12-03 11:28:00
1006443643,TRUE,2009-12-04 13:30:00,-88.3432564807284,40.1532630656148,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385594.999999944,4445632.99999996,"16N","Central Standard Time",2009-12-04 07:30:00
1006443644,TRUE,2009-12-04 14:28:00,-88.3432950440254,40.1540283951643,16.6,"radio-transmitter","Neovison vison","150.624",1,"American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385592.999999945,4445717.99999996,"16N","Central Standard Time",2009-12-04 08:28:00
